SU_ID,FINALWT,WEIGHTPOP,SURV_MODE,SURV_LANG,CUR1,CUR3AB,BB2A_A,BB2A_B,BB2A_C,BB2B_A,BB2B_B,BB2B_C,PRIV1,PRIV2A,PRIV2B,PRIV2C,PRIV2D,PRIV2E,PRIV2F,PRIV3A,PRIV3B,PRIV3C,PRIV3D,PRIV4A,PRIV4B,PRIV4C,PRIV4D,PRIV4E,PRIV4F,PRIV5,PRIV6,PRIV7A,PRIV7B,PRIV7C,PRIV7D,PRIV8,PRIV9A,PRIV9B,PRIV9C,PRIV9D,PRIV9E,PRIV9F,PRIV10A,PRIV10B,PRIV10C,PRIV10D,PRIV11,TEACH1,TEACH2A,TEACH2B,TEACH2C,TEACH2D,TEACH2E,TEACH2F,TEACH2G,TEACH3,TEACH4,TEACH5,TEACH6A,TEACH6B,TEACH6C,TEACH6D,POLITICS,DEMO,REPUB,INDEP,DP1,D4A,D4B,D4C,IDEO,URBAN,MARITAL,AGEGRP,EMPSTATUS,EDUCATION,RACETH,HHINCOME,GENDER,STATE,CENSUS_REGION
3731,0.455690507,98463.120809,(2) Web Interview,(1) English,(1) Right direction,(2) Somewhat approve,(3) About the same,(4) Somewhat worse,(4) Somewhat worse,(3) About the same,(4) Somewhat worse,(4) Somewhat worse,(1) Yes,(3) Once a day,(6) Never,(7) Do not have account,(7) Do not have account,(7) Do not have account,(7) Do not have account,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(3) Moderately difficult,(1) Always,(1) All accounts,(1) All accounts,(5) No accounts,(1) All accounts,(4) Nothing at all,,,,,,,(1) Very large,(1) Very large,(1) Very large,(1) Very large,"(2) Online companies such as Google and Facebook should not sell your private information to a third party, even if it means charging a fee to use their services that some people might not be able to afford.",(5) Far too little,(4) Very important,(5) Extremely important,(5) Extremely important,(5) Extremely important,(3) Moderately important,(5) Extremely important,(5) Extremely important,(5) Strongly oppose,(3) Only a little,(3) Neither approve nor disapprove,(1) Very large,(3) Moderate,(3) Moderate,(2) Large,(3) Independent,,,(1) Lean Democrat,(2) No,,,,(2) Conservative,(1) Urban area,(3) Divorced,(3) 40-59,(2) Not employed,(3) Some college,(3) Hispanic,"(5) $40,000 to under $50,000",(2) Female,(AZ) Arizona,(4) West
3734,0.2754878257,59525.907708,(2) Web Interview,(2) Spanish,(1) Right direction,(1) Strongly approve,(1) Much better,(2) Somewhat better,(3) About the same,(4) Somewhat worse,(2) Somewhat better,(3) About the same,(1) Yes,(2) Several times a day,(7) Do not have account,(5) Less often,(5) Less often,(2) Several times a day,(7) Do not have account,(2) Very concerned,(1) Extremely concerned,(2) Very concerned,(2) Very concerned,(2) Very concerned,(3) Moderately concerned,(2) Very concerned,(1) Extremely concerned,(2) Very concerned,(2) Very concerned,(2) Very difficult,(4) Hardly ever,(3) Some accounts,(5) No accounts,(5) No accounts,(4) A few accounts,(1) A lot,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(3) Moderate,(2) Large,(1) Very large,(3) Moderate,"(1) It’s better to keep services provided by online companies such as Google and Facebook free and accessible to anyone who wants to access these services, even if it means your private information might be sold to a third party.",(4) Somewhat too little,(4) Very important,(4) Very important,(4) Very important,(4) Very important,(2) Slightly important,(4) Very important,(4) Very important,(3) Neither support nor oppose,(3) Only a little,(3) Neither approve nor disapprove,(2) Large,(2) Large,(2) Large,(2) Large,(2) Republican,,(2) Moderate Republican,,(1) Yes,(1) Yes,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(3) Moderate,(1) Urban area,(3) Divorced,(2) 30-39,(2) Not employed,(2) High school graduate or equivalent,(3) Hispanic,"(1) Under $10,000",(2) Female,(NJ) New Jersey,(1) Northeast
3740,1.4033807531,303234.86338,(2) Web Interview,(2) Spanish,(1) Right direction,(2) Somewhat approve,(2) Somewhat better,(2) Somewhat better,(2) Somewhat better,(4) Somewhat worse,(4) Somewhat worse,(4) Somewhat worse,(1) Yes,(1) Almost constantly,(7) Do not have account,(4) At least once a week,(7) Do not have account,(4) At least once a week,(7) Do not have account,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(5) Not difficult at all,(1) Always,(1) All accounts,(5) No accounts,(1) All accounts,(3) Some accounts,(1) A lot,(1) I have done this,(1) I have done this,(2) I have not done this but I have considered it,(1) I have done this,(2) I have not done this but I have considered it,(1) I have done this,(1) Very large,(1) Very large,(1) Very large,(1) Very large,"(2) Online companies such as Google and Facebook should not sell your private information to a third party, even if it means charging a fee to use their services that some people might not be able to afford.",(1) Far too much,(4) Very important,(5) Extremely important,(5) Extremely important,(3) Moderately important,(1) Not at all important,(4) Very important,(5) Extremely important,(5) Strongly oppose,(2) Some,(3) Neither approve nor disapprove,(4) Small,(1) Very large,(1) Very large,(5) None at all,(3) Independent,,,(3) Don’t lean,(1) Yes,(2) No,(2) No,(2) No,(1) Liberal,(1) Urban area,(6) Living with partner,(1) 18-29,(2) Not employed,(2) High school graduate or equivalent,(3) Hispanic,"(3) $20,000 to under $30,000",(1) Male,(FL) Florida,(3) South
3742,0.3050416134,65911.729064,(2) Web Interview,(2) Spanish,(2) Wrong direction,(6) Somewhat disapprove,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(4) Somewhat worse,(2) No,,,,,,,,,,,,,,,,,,,,,,,(4) Nothing at all,,,,,,,(4) Small,(3) Moderate,(5) None at all,(3) Moderate,"(2) Online companies such as Google and Facebook should not sell your private information to a third party, even if it means charging a fee to use their services that some people might not be able to afford.",(4) Somewhat too little,(3) Moderately important,(3) Moderately important,(4) Very important,(4) Very important,(4) Very important,(4) Very important,(3) Moderately important,(4) Somewhat oppose,(3) Only a little,(3) Neither approve nor disapprove,(3) Moderate,(3) Moderate,(3) Moderate,(3) Moderate,(4) None of these,,,(3) Don’t lean,(2) No,,,,(3) Moderate,(3) Rural area,(5) Never married,(1) 18-29,(2) Not employed,(1) Less than high school graduate,(3) Hispanic,"(1) Under $10,000",(2) Female,(NY) New York,(1) Northeast
3746,3.6852786994,796294.93311,(2) Web Interview,(2) Spanish,(2) Wrong direction,(6) Somewhat disapprove,(5) Much worse,(4) Somewhat worse,(4) Somewhat worse,(4) Somewhat worse,(4) Somewhat worse,(4) Somewhat worse,(1) Yes,(2) Several times a day,(7) Do not have account,(6) Never,(7) Do not have account,(3) Once a day,(7) Do not have account,(3) Moderately concerned,(1) Extremely concerned,(1) Extremely concerned,(4) Not very concerned,(3) Moderately concerned,(3) Moderately concerned,(4) Not very concerned,(2) Very concerned,(3) Moderately concerned,(4) Not very concerned,(3) Moderately difficult,(4) Hardly ever,(3) Some accounts,(4) A few accounts,(5) No accounts,(2) Most accounts,(3) Only a little,(1) I have done this,(1) I have done this,(1) I have done this,(3) I have not done this and I have not considered it,(1) I have done this,(3) I have not done this and I have not considered it,(2) Large,(1) Very large,(1) Very large,(1) Very large,"(2) Online companies such as Google and Facebook should not sell your private information to a third party, even if it means charging a fee to use their services that some people might not be able to afford.",(4) Somewhat too little,(5) Extremely important,(4) Very important,(4) Very important,(4) Very important,(2) Slightly important,(2) Slightly important,(2) Slightly important,(2) Somewhat support,(4) Nothing at all,(5) Strongly disapprove,(1) Very large,(1) Very large,(1) Very large,(1) Very large,(4) None of these,,,(3) Don’t lean,(1) Yes,(1) Yes,(2) No,(2) No,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(3) Rural area,(1) Married,(3) 40-59,(2) Not employed,(1) Less than high school graduate,(3) Hispanic,"(4) $30,000 to under $40,000",(2) Female,(TX) Texas,(3) South
3765,1.2308372721,265952.60853,(2) Web Interview,(1) English,(2) Wrong direction,(6) Somewhat disapprove,(4) Somewhat worse,(4) Somewhat worse,(3) About the same,(4) Somewhat worse,(4) Somewhat worse,(4) Somewhat worse,(1) Yes,(3) Once a day,(7) Do not have account,(3) Once a day,(2) Several times a day,(7) Do not have account,(7) Do not have account,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(2) Very concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(3) Moderately difficult,(4) Hardly ever,(4) A few accounts,(2) Most accounts,(5) No accounts,(5) No accounts,(1) A lot,(1) I have done this,(1) I have done this,(2) I have not done this but I have considered it,(3) I have not done this and I have not considered it,(1) I have done this,(2) I have not done this but I have considered it,(1) Very large,(3) Moderate,(2) Large,(3) Moderate,"(1) It’s better to keep services provided by online companies such as Google and Facebook free and accessible to anyone who wants to access these services, even if it means your private information might be sold to a third party.",(5) Far too little,(2) Slightly important,(3) Moderately important,(3) Moderately important,(2) Slightly important,(1) Not at all important,(1) Not at all important,(2) Slightly important,(1) Strongly support,(3) Only a little,(1) Strongly approve,(2) Large,(2) Large,(2) Large,(2) Large,(1) Democrat,(2) Moderate Democrat,,,(2) No,,,,(2) Conservative,(2) Suburban area,(5) Never married,(2) 30-39,(2) Not employed,(2) High school graduate or equivalent,(3) Hispanic,"(2) $10,000 to under $20,000",(2) Female,(NV) Nevada,(4) West
3779,0.7676497124,165869.56544,(2) Web Interview,(1) English,(1) Right direction,(3) Lean toward approving,(3) About the same,(1) Much better,(1) Much better,(2) Somewhat better,(2) Somewhat better,(2) Somewhat better,(1) Yes,(2) Several times a day,(7) Do not have account,(5) Less often,(7) Do not have account,(5) Less often,(7) Do not have account,(1) Extremely concerned,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(4) Not too difficult,(5) Never,(1) All accounts,(1) All accounts,(5) No accounts,(4) A few accounts,(1) A lot,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(1) Very large,(5) None at all,(1) Very large,(5) None at all,"(2) Online companies such as Google and Facebook should not sell your private information to a third party, even if it means charging a fee to use their services that some people might not be able to afford.",(5) Far too little,(4) Very important,(5) Extremely important,(4) Very important,(4) Very important,(3) Moderately important,(1) Not at all important,(3) Moderately important,(3) Neither support nor oppose,(2) Some,(3) Neither approve nor disapprove,(1) Very large,(5) None at all,(3) Moderate,(1) Very large,(2) Republican,,(1) Strong Republican,,(2) No,,,,(2) Conservative,(2) Suburban area,(1) Married,(4) 60-64,(2) Not employed,(3) Some college,(3) Hispanic,"(9) $150,000 or more",(2) Female,(TX) Texas,(3) South
3785,0.7427992504,160500.01307,(2) Web Interview,(1) English,(2) Wrong direction,(7) Strongly disapprove,(4) Somewhat worse,(3) About the same,(3) About the same,(4) Somewhat worse,(4) Somewhat worse,(5) Much worse,(1) Yes,(2) Several times a day,(7) Do not have account,(7) Do not have account,(7) Do not have account,(7) Do not have account,(7) Do not have account,(2) Very concerned,(2) Very concerned,(2) Very concerned,(3) Moderately concerned,(4) Not very concerned,(3) Moderately concerned,(4) Not very concerned,(3) Moderately concerned,(3) Moderately concerned,(4) Not very concerned,(4) Not too difficult,(4) Hardly ever,(2) Most accounts,(3) Some accounts,(5) No accounts,(3) Some accounts,(1) A lot,(1) I have done this,(2) I have not done this but I have considered it,(1) I have done this,(2) I have not done this but I have considered it,(1) I have done this,(2) I have not done this but I have considered it,(1) Very large,(3) Moderate,(2) Large,(3) Moderate,"(1) It’s better to keep services provided by online companies such as Google and Facebook free and accessible to anyone who wants to access these services, even if it means your private information might be sold to a third party.",(5) Far too little,(3) Moderately important,(2) Slightly important,(3) Moderately important,(3) Moderately important,(4) Very important,(4) Very important,(2) Slightly important,(1) Strongly support,(2) Some,(3) Neither approve nor disapprove,(2) Large,(2) Large,(2) Large,(2) Large,(1) Democrat,(1) Strong Democrat,,,(1) Yes,(1) Yes,(2) No,(2) No,(1) Liberal,(2) Suburban area,(1) Married,(2) 30-39,(1) Employed,(3) Some college,(3) Hispanic,"(6) $50,000 to under $75,000",(2) Female,(TX) Texas,(3) South
3788,0.1175622907,25402.21895,(2) Web Interview,(2) Spanish,(2) Wrong direction,(7) Strongly disapprove,(4) Somewhat worse,(4) Somewhat worse,(3) About the same,(4) Somewhat worse,(3) About the same,(4) Somewhat worse,(1) Yes,(5) Less often,(6) Never,(6) Never,(6) Never,(5) Less often,(7) Do not have account,(1) Extremely concerned,(2) Very concerned,(2) Very concerned,(2) Very concerned,(1) Extremely concerned,(2) Very concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(1) Extremely concerned,(2) Very difficult,(2) Frequently,(2) Most accounts,(3) Some accounts,(4) A few accounts,(1) All accounts,(1) A lot,(2) I have not done this but I have considered it,(2) I have not done this but I have considered it,(2) I have not done this but I have considered it,(1) I have done this,(2) I have not done this but I have considered it,(1) I have done this,(1) Very large,(1) Very large,(1) Very large,(2) Large,"(2) Online companies such as Google and Facebook should not sell your private information to a third party, even if it means charging a fee to use their services that some people might not be able to afford.",(1) Far too much,(2) Slightly important,(4) Very important,(3) Moderately important,(3) Moderately important,(2) Slightly important,(5) Extremely important,(4) Very important,(3) Neither support nor oppose,(2) Some,(1) Strongly approve,(2) Large,(1) Very large,(1) Very large,(2) Large,(4) None of these,,,(3) Don’t lean,(1) Yes,(1) Yes,(2) No,(2) No,(3) Moderate,(1) Urban area,(5) Never married,(3) 40-59,(1) Employed,(4) College graduate,(3) Hispanic,"(3) $20,000 to under $30,000",(2) Female,(CA) California,(4) West
3792,0.1534907464,33165.443809,(2) Web Interview,(1) English,(2) Wrong direction,(7) Strongly disapprove,(3) About the same,(3) About the same,(1) Much better,(3) About the same,(4) Somewhat worse,(3) About the same,(1) Yes,(6) Never,(1) Almost constantly,(2) Several times a day,(7) Do not have account,(5) Less often,(4) At least once a week,(4) Not very concerned,(4) Not very concerned,(4) Not very concerned,(3) Moderately concerned,(4) Not very concerned,(4) Not very concerned,(4) Not very concerned,(3) Moderately concerned,(4) Not very concerned,(4) Not very concerned,,(4) Hardly ever,(4) A few accounts,(5) No accounts,(5) No accounts,(4) A few accounts,(3) Only a little,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(1) I have done this,(2) Large,(1) Very large,(1) Very large,(5) None at all,"(1) It’s better to keep services provided by online companies such as Google and Facebook free and accessible to anyone who wants to access these services, even if it means your private information might be sold to a third party.",(5) Far too little,(3) Moderately important,(3) Moderately important,(4) Very important,(3) Moderately important,(2) Slightly important,(1) Not at all important,(3) Moderately important,(3) Neither support nor oppose,(3) Only a little,(1) Strongly approve,(4) Small,(1) Very large,(1) Very large,(5) None at all,(1) Democrat,(1) Strong Democrat,,,(2) No,,,,(1) Liberal,(1) Urban area,(5) Never married,(1) 18-29,(2) Not employed,(3) Some college,(3) Hispanic,"(3) $20,000 to under $30,000",(1) Male,(FL) Florida,(3) South
